SMILES,SMILES_state,NLL
O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(Cl)c(N=c2[nH]cnc3cnc(N4CCN(CC5CC5)CC4)nc23)c1,1,26.45
c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1,15.31
O=c1n(CCc2ccc(F)cc2)c(O)c2n1Cc1ccccc1C2,1,23.73
C#CCCCOC(=O)CC1C(C=CC(C)=CCc2c(O)ccc(C)c2C)C1(C)C,1,40.88
C=CCc1cnc2c(OC)cccc2c1-c1cccc2oc(=NC3CC3)[nH]c12,1,39.06
CCN1CCCC1CNC(=O)c1ccc2ncn(-c3ccccc3)c2c1,1,24.69
N=c1[nH]c(=N)c2c(Oc3ccc(C(=O)O)c(S(N)(=O)=O)c3)cccc2[nH]1,1,36.4
CCCCCCCNC(=NCCCC)NC(=O)NC(C)(C)C,1,32.28
O=C1C(Cl)C(c2ccc(O)cc2)N1c1nnc(Cc2ccccc2)n(O)c1=O,1,28.94
O=C1NC(=S)SC1=Cc1cccc2cccnc12,1,21.02
COc1nc(=NC2CCN(C(C)C)CC2)[nH]c(=Nc2ccc3cc(C)[nH]c3c2)[nH]1,1,35.39
COc1ccc(Cl)cc1NC(=O)CSc1nc(-c2ccco2)cc(C(F)(F)F)n1,1,22.51
O=C(c1ccc2nc(C3CCCCC3)[nH]c2c1)N1CCCCC1,1,24.29
C[n+]1ccccc1C=c1c(=C(C#N)C#N)ccc2c(N)cc(S(C)(=O)=O)cc12,1,39.45
CCCn1c(=O)c2[nH]c(-c3cccc(OCC(=O)NC4CCN(Cc5ccccc5)CC4)c3)cc2n(CCC)c1=O,1,25.74
Cc1c(-c2ccccc2)nc2ccc(NS(C)(=O)=O)cn12,1,23.5
CC(CCNC(=O)OCc1ccccc1)(C(O)=NO)S(C)(=O)=O,1,30.43
N#Cc1ccc(Nc2cc(=NC3CC3)n3ncc(=Cc4[nH]c(=O)[nH]c4O)c3n2)cc1,1,20.11
CCCn1c(=O)c2[nH]c(-c3cc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cnc3N3CC(C)CCC3C)nc2n(CCC)c1=O,1,33.28
CCCCN(c1ccc2c(=O)oc(OCC(=O)O)c(CCC)c2c1)S(=O)(=O)c1ccc(Br)cc1,1,36.96
Cc1nc(SCC(=O)C(C)(C)C)c2c3c(sc2n1)CCN(C(=O)OCC(F)(F)F)CC3,1,39.62
COc1cc(C(=NO)c2ccc(OC)c(OC)c2O)cc2c1OCO2,1,32.43
O=Cc1cc2c(c3ccccc13)C(CCl)CN2C(=O)Oc1ccc2ccccc2c1,1,33.92
Nn1cc(COc2ccc(C=Cc3ccccc3)cc2)nn1,1,30.57
CCCCN1CCC(c2ccccc2)C(NC(=O)CC)C1,1,29.02
O=C(Cn1ccnc1)c1ccc2c(c1)OCO2,1,19.33
CCC1(CC(=O)O)OCCc2c1[nH]c1c(F)ccc(Cl)c21,1,22.78
O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(Cl)cc1)NCCSc1ccccc1,1,24.22
Cc1ccc(S(=O)(=O)Nc2ccc3nc4ccccc4nc3c2)cc1,1,23.74
CC(C)Oc1ccc2c(c1)c(C(=O)c1c[nH]c3ccc(C#N)cc13)cn2C(=O)N(C)C,1,32.59
CCOc1ccc(-c2c3c(-c4ccc(C)cc4)c(C(=O)NCc4ccco4)sc3c(O)n2CCc2ccccc2)cc1,1,38.11
c1ccc(CCN(CCN2CCN(c3nsc4ccccc34)CC2)C2CCCc3ccccc32)cc1,1,34.89
CCCCC1c2c[nH]c3c(Cl)ccc(c23)C2CC(=O)N12,1,37.28
NS(=O)(=O)c1ccc(Cn2c(O)c3c(c2O)CCC=C3)cc1Cl,1,27.11
O=C1CCCN1c1ccc(OC2CN(c3ncnc4cccc(C(F)(F)F)c34)C2)nc1,1,30.8
N=c1ccc(C#Cc2cncnc2N2CCC3(CCCN3S(=O)(=O)Cc3ccccc3)CC2)c[nH]1,1,30.74
CCC1CNCC1N(C)C(=O)NC1CCN(C(C)C)CC1,1,34.64
O=c1c(-c2nc3ccccc3[nH]2)nc2ccccc2c2cc3c(cc12)OCO3,1,24.83
N#Cc1cccc(C2(O)CC3CC(c4ccc(F)cc4)C(C2)N3)c1,1,25.5
CC(=O)NCC1CN(c2ccc(-c3ccc(-c4cccs4)cc3)nc2)C(=O)O1,1,26.66
CC1CN(S(=O)(=O)c2ccccc2)CCN1CCc1ccc2c(c1)COC2=O,1,33.01
Cc1ccc(C(=O)N2CCN(C(=O)c3cn(Cc4ccccc4)nn3)CC2)cc1,1,26.68
Cc1ccccc1OCC(O)Cn1cc([N+](=O)[O-])cn1,1,26.19
O=C1C(=O)N(CCN2CCN(NCc3ccccc3F)CC2)c2ccccc21,1,19.66
COc1ncc(-c2ccc3c(Cl)c[nH]c3c2)cc1CN1CCN(C)CC1,1,28.65
CCSCCNCCCNCCCNCCCCNCCCN,1,21.64
O=c1c2cccnc2nc2n1CCCCC2,1,18.77
COC(=O)c1c(C(=O)OC)c(-c2ccc(OC)cc2)n2c1CSC2C(=O)O,1,29.58
CCCC(=O)Nc1ccc(-c2c3c(nc4c(Cl)cc5ccoc5c24)C(O)C(N2CCCCC2)CO3)cc1,1,57.1
C=C(C)COc1ccccc1C(=O)Nc1cc(OC)ccc1OC,1,27.79
O=C(NC1CSCN2CCCC12)C(Cc1c[nH]cn1)=NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1,1,37.92
CCC(=O)Nc1ccc(Cl)c(-n2nc(C)n(C(F)F)c2=O)c1,1,27.3
O=C(N=c1nc(Cl)c2ccccc2[nH]1)NC(=O)c1ccccc1,1,26.92
O=C(NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1)Nc1ccccc1F,1,23.54
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)ccc1Cl,1,29.0
O=C(CSc1nnc(-c2[nH]c3ccccc3c2Cl)n1Cc1ccccc1)N1CCCC1,1,31.84
COc1ccc(C=CC(=O)Nc2ccc3nccc(N4CCN(c5nccs5)CC4)c3c2)cc1,1,30.36
O=C1N(Cc2ccc(-c3ccccc3F)cc2)c2ccccc2C12OCCCO2,1,23.73
OCC1OC(c2ccc(Cl)c(Cc3ccc(-c4cccs4)cc3)c2)C(O)C(O)C1O,1,21.31
COC(=O)C(NC(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(CCCCCCN)C(=O)O)C(C)C)C(C)C,1,46.7
COc1cc2[nH]c(=N)c(C(N)=O)nc2cc1C1CCOCC1,1,29.51
CC(C)C1(C(=O)N=c2cc3[nH][nH]c(=N)c3c[nH]2)CC(=O)N(c2cncnc2)C1,1,32.34
Cc1cccc(C(=O)NCCN2CCN(c3ccc(O)cc3)CC2)c1,1,24.3
Cc1ccc2[nH]c(=O)c(C=NNC(=O)c3cccs3)cc2c1,1,24.17
COc1ccc(-c2cn(C(Cc3ccccc3)C(=O)NC(CCCCN)CC(=O)O)nn2)cc1OC,1,33.98
Cc1ccn2c(CNC(=O)c3ccccn3)c(-c3ccc(F)cc3)nc2c1,1,29.95
N#Cc1ccc(-c2ccnc3[nH]ncc23)cc1S(N)(=O)=O,1,31.07
CCOC(=O)C1CCN(C(CNS(=O)(=O)c2ccc(OC)c(Cl)c2)c2ccco2)CC1,1,26.96
COc1ccc(N=c2cc(C)nc3nc[nH]n23)cc1,1,17.27
Cc1nc2c(C)cccn2c1C(=O)C=Cc1ccc(F)cc1F,1,28.38
CC(C)C(C)(C#N)NC(=O)CSc1[nH]c(=O)nc2c1CCCC2,1,31.03
O=C([O-])CN(CCCCC=CBr)c1ccc(Cl)c(Cl)c1,1,41.76
O=c1nc(OCC2COCCO2)cc2n1CCc1cc(-c3cc(Cl)cc(Cl)c3)ccc1-2,1,21.84
CC(=O)Nn1c(-c2cc3ccccc3cc2O)cnc1SC(C#N)=NNc1ccccc1Cl,1,39.47
COC1CN(c2ncc[nH]2)CCC1NC(=O)c1cccc(-c2ccccn2)n1,1,33.31
O=C(CN1CCC(N2CCCCC2)CC1)N1CCc2cc(N=c3cc(-c4ccc5ncsc5c4)c(Cl)c[nH]3)ccc21,1,43.03
CCNC(=O)NC(=NC1=NC(=O)C(=O)N1C(C)C)NCC(CC1CCCC1)c1ccc(OC)c(F)c1,1,45.45
COc1ccccc1-c1csc(=NC(=O)CC#N)[nH]1,1,23.71
Cc1cccc(C(=O)NNC(=S)Nc2ccc(Cl)cc2)c1O,1,22.71
CC(Cc1ccc(C#Cc2ccnc(N3CCCC(C(=O)O)C3)n2)cc1)Oc1ccccc1F,1,37.32
O=C(O)Cc1cc2ccc3c[nH]nc3c2[nH]1,1,29.52
Cc1cc(=O)[nH]c(N2CCN(c3ccccc3C)CC2)n1,1,24.03
Cc1cc(N=c2cc(C3CC3)[nH][nH]2)[nH]c(=NCc2c(C)noc2C)n1,1,22.25
O=C(O)CCCCC1CCCCn2c(C3CCCCC3)c(-c3ccc(F)cc3)c(-c3ccccc3)c21,1,32.22
Cn1c(CNC(=N)N)ccc1-c1ccccc1,1,22.76
COc1cc(CN2CCC3(C2)N=C(C)c2[nH]c(=N)[nH]c(=NCc4ccc(-c5ccccc5)cc4)c2N3)ccc1C,1,51.16
O=C(NCCO)c1cc(O)n(Cc2cc(F)cc(F)c2)c1,1,26.17
CCOC(=O)N1CCC(N2CCC(Oc3cccc(C(=O)NCC45CC6CC(CC(C6)C4)C5)c3)CC2)CC1,1,29.19
CCOc1ccc(Cc2cc(C3CCN(CC4CN(C(C(=O)O)C5CCCCC5)CC4c4ccc(Cl)cc4)CC3)n(CC)n2)cc1,1,23.3
CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)NCC(C)c4ccccc4)C3)cc2CC1C,1,25.27
CCc1[nH]nc(Cn2c(=O)sc3ccccc32)c1-c1ccc(Cl)cc1,1,33.0
O=C(OCC#CCSc1nnc(-c2ccccc2)o1)c1ccccc1,1,18.79
Cc1ccc(N=c2nc(N3CCCC(N)C3)[nH]c(N3CCC(N(C)C)C3)n2)c(Cl)c1,1,28.6
O=C1CN(C(=O)c2ccco2)c2ccccc2N1,1,20.19
CCN(CC)CCNC(=O)c1ccc(-c2c[nH]c(=NC3CCCc4ccccc43)[nH]c2=N)cc1,1,32.11
COC(=O)c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)cc1,1,24.86
O=C(NCc1ccc(Br)cc1)c1cccc2c1C(=O)N(C1CCNCC1)C2,1,28.05
COc1cc(-c2nnc(CNCCOc3ccccc3)o2)cc(OC)c1OC,1,27.14
COc1ccc(-c2nn(-c3ccccc3)cc2C=NN=c2[nH]c3ccc(C)cc3s2)cc1OC,1,26.99
CC1CC(c2ccccc2)C(C)C12COCO2,1,31.55
S=C(NCCCN=c1c2ccc(Cl)cc2[nH]c2cc(Cl)ccc12)Nc1ccccc1Cl,1,27.16
Cc1ccc(NC(=O)Nc2cccc(Br)c2)cn1,1,24.3
C[N+]1=C2CC(C)(CC1)c1cc3c(cc12)OCO3,1,24.52
O=C(Nc1ccccc1-c1ccccc1)N1CCN(C(=O)c2ccc(Cl)cc2)CC1,1,25.32
O=C(COC(=O)c1ccc(O)cc1)NC(=O)NC1CCCC1,1,21.83
COC(=O)C1(C)CCCC2(C)C1CCC13CCC4C(C)(C)C(=O)C=CC4(C)C(CC1O)C23,1,34.71
O=C(Nc1ccc2c(c1)C(NS(=O)(=O)c1ccc(F)cc1)C(O)CC2)c1ccc(F)cc1,1,22.12
Clc1nnc2ccccc2n1,1,19.96
CCCCCCCCNS(=O)(=O)NC(=O)Oc1c(C(C)C)cccc1C(C)C,1,21.45
OCCCCCCOc1cc(F)ccc1-c1ccncc1C=CC(O)=NO,1,36.64
Cc1c(N=Nc2cc3ccc(N)cc3oc2=O)c(=O)n(-c2ccccc2)n1C,1,29.74
O=C(NC1CCN(Cc2ccc(C3CCCCC3)s2)C1)c1ccc(-c2ccccc2)cc1,1,29.12
CNCCn1oc(=O)n2c3c(=O)[nH]c(=O)n(C)c3nc12,1,30.07
N#CCCSc1nc2[nH]c3ccc(Br)cc3c2s1,1,31.71
[N-]=[N+]=NC1C([N+](=O)[O-])=C2N(Cc3ccc(Cl)nc3)CCN2C1c1ccc(Cl)cc1,1,28.58
CCOC(=O)c1c(C)cc2occ(NC(=O)C=CC(=O)O)c2c1-c1ccccc1,1,39.5
CCOC(=O)C1C(=N)N(NC(C)=O)C2=CC(C)(C)CC(=O)C2C1c1cn(-c2ccccc2)nc1-c1ccccc1,1,27.34
O=C(CCCN1CCC2(CCc3ccccc32)CC1)c1ccc(F)cc1,1,18.09
CC(C)(C)C(=O)Nc1ccc(Cl)c(NC(=O)C2CCCCC2)c1Cl,1,28.36
O=C(N=c1[nH]nc(Cc2ccccc2F)s1)c1ccncc1,1,24.79
CC(C(=O)O)c1ccccc1,1,17.24
Cc1cc2c(cc1S(=O)(=O)Nc1ccc(C)c(S(=O)(=O)N3CCOCC3)c1)n(C)c(=O)c(=O)n2C,1,29.47
COc1ccc2[nH]c(=NC(=O)C(C)Oc3cccc(C)c3)sc2c1,1,24.1
CC1(C)C=C(c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)c2cc(Cl)ccc2C1=O,1,30.78
N=C(N)NCCCN1CCN(C(=O)CCC(NC(=O)c2cc(Cl)cc(Cl)c2)C(=O)N2CCC(C(=O)O)CC2)CC1,1,28.12
CCCCn1c(=O)n(CC(=O)NC(Cc2ccccc2)C(=O)C(=O)NCc2ccc(Cl)cc2)c2ccccc21,1,33.58
CC(=O)Nc1ccc2c(ccn2CCN(C)C2CCN(Cc3ccccc3)CC2)c1,1,33.83
COc1cc(CNc2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,1,19.85
COc1ccc(C2(NCCn3ncc4ccccc43)CCCCC2)cc1,1,30.81
Cc1c(NC2CCCCC2)[nH]c(N2CCCC2)nc1=NCCO,1,29.01
CC(C)CC(NC(=O)OC(C)(C)C)C(=O)N1CCCC1c1csc(=N)[nH]1,1,26.11
CC(C)CCN1CCOC2(CCCCC2)C1,1,23.64
CS(=O)(=O)c1ccc(-c2c[nH]c3c(-c4cccc(N5CCNCC5)n4)cccc23)cc1,1,28.21
O=C(NC1c2ccccc2OCC1NC1CCC1)c1cccnc1N1CCCC1,1,33.01
CN(C(=O)c1ccc(CNC(=O)N2Cc3ccccc3C2)cc1)C1CCN(C(=O)OC(C)(C)C)CC1,1,30.22
CC(=O)C1CCC2C3CCC4N(C)C(=O)CCC4(C)C3CCC12C,1,21.89
CN(C)S(=O)(=O)c1cc(NC(=O)CN)ccc1Cl,1,24.73
CCOC(=O)C1C(CC)=Nc2ccccc2N=C1NS(=O)(=O)c1ccc(C)cc1,1,21.0
C=CCn1c(-c2cn(-c3ccc(OC)c(OC)c3)nn2)n[nH]c1=S,1,27.94
Cc1ccc(-c2c[nH]c(=N)c(-c3ccc(O)cc3)n2)cc1,1,20.81
COC(=O)c1ccc(CCC(=O)NCC(O)c2cccc(OCc3ccccc3)c2)cc1,1,32.25
O=S(=O)(O)c1ccc2[nH]c3c(c2c1)C(O)CNC3,1,26.93
Cc1c(O)c(=O)ccn1CCCCNC(=O)c1cccc(F)c1,1,26.23
Cc1nc(-c2ccccc2)sc1C(=O)NCCCCCCC(O)=NO,1,20.77
O=C(c1ccccc1-n1nccn1)N1CCOCC1Cc1cccc(-n2nccn2)c1,1,18.14
CCCCc1ccc(NC(=O)CSc2n[nH]c(=N)s2)cc1,1,22.13
O=C(Nc1cccc2ccccc12)c1nc[nH]c1-c1ccccc1,1,27.11
CCN(C(=O)Cn1nc(C)c2c(C)n(-c3cccc(Cl)c3)nc2c1=O)c1cccc(C)c1,1,28.54
Fc1ccc2[nH]c3cc(Cl)ccc3c(=NCCN=c3c4ccccc4[nH]c4ccccc34)c2c1,1,30.41
O=C(C=Cc1ccccc1)c1ccc(OCCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1,24.78
CC(C)CN1CCN(C(=O)C(Cc2cn(Cc3ccc(F)cc3)nn2)NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)CC1,1,38.85
N#Cc1ccc2[nH]c(-c3c[nH]c4ccc([N+](=O)[O-])cc34)c(Sc3ccc(Cl)cc3)c2c1,1,29.85
COc1cc(NC(C)CCCN(CCNC(C)(C)C)C(=O)C23CC4CC(CC(C4)C2)C3)c2ncccc2c1,1,39.52
CC1(CCCC(=O)C=Cc2ccc(Cl)cc2)CC(C)(CC(=O)O)OO1,1,28.78
N=c1ccn(C2CC(O)C(COC(=O)C3CCCN3)O2)c(=O)[nH]1,1,23.17
COc1ccc(C=CC(=O)N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc3c(c2)OCO3)cc1OC,1,32.27
C=CCNCCOc1nc(-c2ccncc2)nc2ccc(Cl)cc12,1,29.57
O=C(Nc1ccccc1F)c1cc2c(ncn3c(-c4ccc(Cl)cc4)nnc23)s1,1,33.33
COc1ccc(-c2nc3c(N4CCOCC4)ncnc3n2C2CCCCC2)cc1,1,25.68
O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1,1,22.99
CCCCCCC(=NC(=O)C1CC1(C)C)C(=O)O,1,19.53
O=C(C=Cc1ccc(F)cc1)c1nc2ccccc2[nH]1,1,21.46
FC(F)(F)c1ccc(N2CCC(c3nnc4n3-c3ccc(Cl)cc3COC4)CC2)cc1,1,26.1
COc1ccc2c(c1)C(C)(C)C1CCC3(C)C(C(O)CC4C(=O)CCC43C)C1(C)CC2,1,36.01
COC(=O)c1ncccc1F,1,20.16
CC(c1ccccn1)n1cc(CO)nn1,1,26.45
O=[N+]([O-])c1cn2c(n1)OCC(OCc1cccc(-c3cccc(C(F)(F)F)c3)c1)C2,1,22.45
NC(COc1ccc2c(C=O)cc3ccccc3c2c1)Cc1c[nH]c2ccccc12,1,38.27
CC(=O)NC(C)c1ccc(C#Cc2ccc(C)cc2)cc1,1,20.0
Cn1cc(NC(=O)c2nc(-c3ccccc3F)ccc2Cl)cc1-c1cccc(CO)n1,1,38.07
Cc1ccc(C(=NO)N2CCC(C(N)=O)CC2)c(Oc2ccc3ccccc3c2)n1,1,23.14
CCN1CC2CN(C(=O)c3cc4cccc(Cl)c4oc3=O)CC2C1,1,33.52
Cc1cc2c(c(-c3cnn(C)c3)c1)OC(CNC(=O)c1cc[nH]n1)C2,1,27.46
COc1cccc(C(c2nnnn2C(C)(C)C)N2CCN(CC=Cc3ccccc3)CC2)c1,1,21.95
O=C(NCC1CCCCN1)c1cc(Br)c(Br)[nH]1,1,22.7
O=[N+]([O-])c1ccc(-c2nc3c(Cl)ccnc3[nH]2)cc1,1,25.38
COc1ccc(N=c2nc(C)cc(N3CCN(C)CC3)[nH]2)cc1,1,19.83
COc1ccc(CCNS(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCCC2)cc1OC,1,22.86
O=S(=O)(Nc1ccn(-c2ccccc2)n1)C(F)(F)F,1,27.6
CC1(C)CCCC2(C)C1CCC(C)(O)C2CC(=O)OCc1cn(-c2ccc(F)c(F)c2)nn1,1,31.4
CC(C)C1CCCN1c1nc(SCc2c(O)ccc3ccccc23)nc(N(C)C)n1,1,39.29
Cc1[nH]c2ccccc2c1-c1nc(-c2ccc(F)cc2)c(-c2nc3c(C(N)=O)cccc3[nH]2)[nH]1,1,33.85
Cc1c(-c2cccc(C(N)=O)c2)sc2cc(Cl)cnc12,1,28.18
CCC(C)(C)NC(=O)c1ccccc1NC(=O)Nc1ccccc1,1,28.29
O=C(Nc1cccc2cc[nH]c12)c1cccnc1Cl,1,23.51
CC(C)NC(=O)N(C)CC1Oc2ncc(Br)cc2C(=O)N(C(C)CO)CC1C,1,20.1
CC(C)=CCCC(C)=CCCC(C)=CCSc1nc(N2CCOCC2)nc(N2CCN(C)CC2)c1C(=O)NCC(C)C,1,40.55
COc1cccc(-c2ccc(NC(=S)NCC=O)cc2O)c1,1,36.67
C=CCOc1cccc(NC(=O)Nc2ccc([N+](=O)[O-])cc2)c1,1,23.47
O=C(COc1ccccc1Cl)N1CCN(c2cc(-n3cnnc3)ncn2)CC1,1,30.52
O=C1Nc2ccccc2C12NCCc1ccccc12,1,22.11
O=C(CSC1=NCCS1)N1CCN(c2ccccc2)CC1,1,20.54
COc1ccc(C2=C3OC(C)=C(C)N3C(c3ccccc3OC)C3(Cc4ccccc4C3=O)C23C(=O)Nc2ccccc23)cc1,1,43.54
CC(O)Cc1nc(=O)c2c(CN(C)CCc3ccc4ccccc4c3)c[nH]c2[nH]1,1,40.43
CCn1nnc(-c2nccnc2C(=O)N2CCC(c3ccc(C#N)cn3)CC2)n1,1,29.76
CCCC(NC(=O)c1cnccn1)C(=O)NC(C(=O)N(C)C(=CC(C)C(=O)O)C(C)C)C(C)(C)C,1,34.33
O=C(CCCN1CCN(c2ncccn2)CC1)c1ccc(F)cc1,1,18.54
CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,1,18.87
CSc1ccc(Oc2nc(C)ccc2C(=NO)N2CCN(C3CCC3)CC2)cc1C,1,24.82
COc1cc2c(cc1OC(C)C)CCn1cc(C(N)=O)c(-c3cncs3)c1-2,1,38.32
O=C(O)CN(CCCCCNC(=O)c1ccccc1Cl)c1ccc(Cl)c(C(F)(F)F)c1,1,38.42
CCN(CCOC)c1nn2c(-c3cccc(OCCCO)c3)nnc2c2ccccc12,1,34.84
CNC(=O)CN1C(=O)C(NC(=O)Nc2cccc([N+](=O)[O-])c2)CC(c2ccccc2)c2cc(Cl)ccc21,1,28.76
Oc1cccc2nc3c(O)cccc3nc12,1,23.43
CC(C)CCOc1ccc(Nc2cnc(=NC3CC3)[nH]c2C(N)=O)cc1F,1,39.56
O=[N+]([O-])c1cccc2ncsc12,1,20.52
O=C(NCc1ccc2oc3ccccc3c(=O)c2c1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,30.01
COc1ccc(S(=O)(=O)N2CCC(C(=O)NC(C)(C)C)CC2)cc1[N+](=O)[O-],1,27.23
Cc1cc(S(=O)(=O)c2ccccc2)c(C(O)=NO)s1,1,23.66
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NCCc1ccccc1,1,29.04
Cn1cccc1C(=O)OCC(=O)N(CC(=O)NC1CCCCC1)c1ccccc1,1,27.82
COc1cccc2c(CN3CCN(CCOC(=O)c4ccccc4F)CC3)coc12,1,34.63
O=C(C1CCCCC1)N(Cc1cc2c(Cl)cccc2[nH]c1=O)c1ccccc1,1,27.03
COc1ccc(CC2=NOC(C)(C(=O)Nc3ccc(N4CCN(Cc5ccsc5)C4=O)cc3)C2)cc1,1,51.01
CCc1nc(C)nc(-c2c(Cl)c(C)nn2C)n1,1,33.38
CCNC(=O)C(CC(C)C)N1CC(O)CC1=O,1,29.56
C=C1CCC2(C)C(CCC2C(C)CC(=O)C(=C)C(C)CO)C1=CC1=C(C)CC(OC2OC(CO)C(O)C(O)C2O)CC1C,1,48.52
CC(CS)C(=O)N1CCC(CC(O)=NO)CC1,1,22.4
Cc1cccc(C=C2Oc3cc(O)cc(O)c3C2=O)c1O,1,22.95
O=C(NCc1cccnc1)c1ccc(CN2CC(=O)N3CCCCC3C2=O)cc1,1,26.67
CCNC(=O)c1cccc(CNC(CO)c2ccc(-n3ccnc3)cc2)c1,1,36.16
Cc1cccc(=NC(=O)c2ccc(S(=O)(=O)N3CCc4ccccc43)cc2)[nH]1,1,22.87
CC1=CC(C)(C)Nc2ccc(-c3ccccc3F)cc21,1,20.7
COc1ccc2c(c1)Cc1c(C(=O)NCCN(C)C)noc1-2,1,25.83
CCOc1ccccc1NC(=S)Nc1ccc2c(c1)OCCO2,1,22.04
CC(C)(C)c1ccc(-c2nc(=O)c3c4c(sc3[nH]2)CCCCC4)cc1,1,24.26
NC(=O)c1cc(NC(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)ccc1Cl,1,23.41
CCOc1ncc(C(=O)N2CCc3ccccc3C2)cc1-c1ccccc1C,1,31.0
COc1ccc(S(=O)(=O)C(=CN2CCCCC2)S(=O)(=O)c2ccccc2)cc1,1,29.28
Cc1ccc2cc(CC(Cc3ccccc3)n3cncn3)oc2c1,1,32.94
Cc1ccc(N=Cc2cc(Br)ccc2O)cc1Cl,1,22.01
O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCN(CCc2ccncc2)CC1,1,27.09
COc1ccc(-c2cnc3c(c2)C(=O)N(CC2CCN(C(Cc4ccccc4)C(=O)O)CC2)CC(=O)N3)cc1,1,34.85
O=C(Cc1ccc(F)cc1)NN1C(=O)CSC1c1ccccc1Cl,1,23.15
CC1CN(C(=O)C23CCCC2OCC3)Cc2cc(C#N)cnc2N1,1,31.46
Oc1cc(-c2ccc(Cl)cc2)c(O)n1CCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,1,25.53
Fc1ccc(-c2ccc(NCc3ccncc3)cc2-c2ccc(F)cc2)cc1,1,26.4
COc1cccc(OCC#Cc2ccc(C3CC3NC3CCC(N)CC3)cc2)c1,1,30.8
COc1ccc(COc2ccc(C(=O)O)cc2)cc1,1,19.72
C#CCOc1ccc(C2=CSC3=NCCN23)cc1,1,20.88
COc1cccc(OC)c1C(=O)N=c1[nH]c(-c2ccccc2)c(C(=O)c2ccccc2)s1,1,23.8
CC(C)Oc1ccc2c(c1)CCN=C2c1cc(C(F)(F)F)c(Cl)cc1Cl,1,34.35
COc1cc(C(O)CNC(C)Cc2ccc(C(F)(F)F)cc2)cc(OC)c1OC,1,26.74
CC(C)C(NC(=O)c1ccco1)C(=O)N1CCCCCC1,1,23.07
CC(NC(=O)COC(=O)Cc1n[nH]c(=O)c2ccccc12)c1ccccc1,1,22.8
O=C(NC1CCN(C(=O)CCCCCCCC(O)=NO)CC1)c1ccc2c[nH]nc2c1,1,33.25
N=c1sc(-c2cccnc2)nn1S(=O)(=O)c1ccc(C(F)(F)F)cc1,1,28.05
CN(C)Cc1ccc(N=c2cc[nH]c3cc(-c4ccnn4-c4ccccc4)ccc23)cc1,1,27.4
Oc1cc(C(O)O)cn1CCOc1ccc2ccccc2c1,1,29.31
COc1cc(CC2=Nc3ccccc3NC2(Cc2ccccc2)n2nnnc2-c2ccccc2)cc(OC)c1OC,1,44.73
CCOC(=O)c1sc(=NN=C(C)C(C)C)[nH]c1C,1,22.99
CC(C)CS(=O)(=O)N1CCOC12CCN(CC1CCCO1)CC2,1,34.44
CCOC(=O)c1cccc(N=Cc2ccccc2O)c1,1,23.19
CN(C)C1CCN(c2ncc3ncn(CC(=O)O)c3n2)C1,1,30.01
Cc1ccccc1OCC(=O)Nc1ccc(-n2cnnn2)cc1,1,21.06
Cc1ccc2c3c(=O)n4ccccc4nc3n(CC(=O)c3ccccn3)c2c1,1,34.29
Cc1cc(C)cc(NC(=O)COc2ccc(S(=O)(=O)NCCc3ccccc3)cc2)c1,1,23.5
COc1ccc(C(=O)N2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)CC2)cc1,1,23.27
COC(=O)c1ccc(CC(c2ccc3ccccc3c2)c2cccc3ccc(OC)cc23)cc1,1,40.06
c1ccc2c(c1)nc1n2C(c2ccncc2)SC1,1,18.23
O=c1n(CCCl)nnn1-c1ccc(-c2ccc3[nH]ccc3c2)cc1,1,33.72
COCCN=c1[nH]c(-c2csc(=NC(=O)Cc3cccnc3)[nH]2)cc2ccccc12,1,40.9
O=C(c1ccc(F)cc1)N1CCC2(CC1)NCCc1[nH]cnc12,1,21.82
